Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency,Headline Word,Headline Frequency,Headline Percent 
,,,,,,,,,,,,,,,,,,, Horror,3327.0,Trump,7175,3.600389394
,,,,,,,,,,,,,,,,,,, Thriller,1378.0,Donald,2715,1.362377311
Possession Michael King, Horror,22-Aug-14,USA,R,5.7,83 min,"Directed by David Jung. With Shane Johnson, Ella Anderson, Cara Pifko, Krystal Alvarez. After poor advice from a psychic leads to the death of his wife, a man vows to disprove the existence of the paranormal by allowing himself to be possessed by demons.","Shane Johnson, Ella Anderson, Cara Pifko, Krystal Alvarez, Tomas Arana, Luke Baines, Dale Dickey, Cullen Douglas, Michael Ray Escamilla, RJ Farrington, Gabe Gomez, Patricia Healy, Erika Heidelberger, Tobias Jelinek, Shirley Jordan",English,"Los Angeles, California, USA",,Pete Lee-Wilson,2.0,David Jung,replace,1.0,holy,6.0, Drama,531.0,Clinton,1675,0.840509022
,,,,,,,,,,,,,,,,,,, Comedy,513.0,Obama,1564,0.784809618
,,,,,,,,,,,,,,,,,,, Mystery,453.0,GOP,1446,0.72559764
,,,,,,,,,,,,,,,,,,, Action,336.0,Hillary,1266,0.635274282
,,,,,,,,,,,,,,,,,,, Sci-Fi,309.0,New,1065,0.534413199
,,,,,,,,,,,,,,,,,,, Fantasy,229.0,Says,1026,0.514843138
,,,,,,,,,,,,,,,,,,, Crime,121.0,House,916,0.459645531
,,,,,,,,,,,,,,,,,,, Adventure,116.0,U.S.,783,0.392906606
,,,,,,,,,,,,,,,,,,, Romance,99.0,Court,760,0.381365288
,,,,,,,,,,,,,,,,,,, Animation,39.0,Sanders,751,0.37684912
,,,,,,,,,,,,,,,,,,, Western,15.0,Republicans,695,0.34874852
Conduit," Horror,  Thriller",12-Apr-16,USA,TV-14,3.5,101 min,"Directed by Sixto Melendez. With Rebekah Kennedy, Maria Olsen, Monica Engesser, Tyler Osterkamp. Wounded by a recent divorce and haunted by a tragic event in his childhood, Eddie returns to his hometown hoping to pick up the pieces of his broken life. Unable to cope, he attempts suicide and winds up in therapy, where desperate to fill the void in his heart he falls for Amy, a mysterious and young wild flower. But something dark and sinister lurks in Amy's past, will her love save Eddie or ...","Rebekah Kennedy, Maria Olsen, Monica Engesser, Tyler Osterkamp, Wes Martinez, Octavio Solorio, Kimber Leigh, Carrie Fee, Desmond Baker, Chris Cox, Ted L. Quinn, Katie Sordahl, Hunter Meeks, Gloria Jean Robertson, Kendra Davis",English,"Globe, Arizona, USA",,Joanne Mitchell,4.0,Sixto Melendez,heist,1.0,nothing,28.0, War,14.0,American(s),691,0.346741334
,,,,,,,,,,,,,,,,,,, Musical,13.0,White,677,0.339716184
Seconds Die Seconds to Die, Horror,31-Oct-16,UK,,8.2,,"Directed by Glenn Berggoetz, Jason Impey, Kieran Johnston. With Richie Acevedo, Glenn Berggoetz, Luc Bernier, John Brown.","Richie Acevedo, Glenn Berggoetz, Luc Bernier, John Brown, Mark Gordon Buckley, Shawn Burkett, David Busboom, Sophia Cacciola, Justin Cave, Richard Chandler, Charles Chudabala, Alexandra Cipolla, David John Clark, Ylenia Crosta Mancin, Dave DeFabrizio",English,,,Genesis Rodriguez,2.0,"Glenn Berggoetz, Jason Impey, Kieran Johnston",vamp,4.0,benson,11.0, Family,11.0,Bernie,671,0.336705405
Inerasable, Horror,30-Jan-16,Japan,,6.1,107 min,"Directed by Yoshihiro Nakamura. With Mansaku Fuwa, Ai Hashimoto, Ryô Narita, Kentarô Sakaguchi. An author of mystery-novels helps a student to uncover the tragic story of the people who lived in her apartment before which is filled with anger, hatred, murder and suicide.","Mansaku Fuwa, Ai Hashimoto, Ryô Narita, Kentarô Sakaguchi, Kuranosuke Sasaki, Hiroshi Suzuki, Yûko Takeuchi, Ken'ichi Takitô, Koichi Ueda, Yorie Yamashita, Ken Yoshizawa",Japanese,,,Victoria Hopkins,2.0,Yoshihiro Nakamura,shivalinga,1.0,sons,11.0, History,6.0,Bill,642,0.322153309
,,,,,,,,,,,,,,,,,,, Music,5.0,President,628,0.315128159
,,,,,,,,,,,,,,,,,,, Sport,4.0,Senate,617,0.309608398
,,,,,,,,,,,,,,,,,,, Biography,4.0,Democrats,603,0.302583248
're Killing Me," Comedy,  Horror,  Romance",24-Feb-17,USA,UNRATED,5.1,88 min,"Directed by Jim Hansen. With Shaughn Buchholz, James Cerne, Mindy Cohn, Ranney Draper. Joe just told his boyfriend, George, that he is a serial killer. George thinks that his boyfriend, Joe, is hilarious... and he just saw Patricia Arquette at Target!!! In the horror/comedy hybrid, 'You're Killing Me', we take a look at the life and death consequences of dating in the age of incessant chatter. Joe and George meet just as Joe is coming out to himself as someone who loves to kill. ...","Shaughn Buchholz, James Cerne, Mindy Cohn, Ranney Draper, Drew Droege, Carolyn Hennesy, Matthew McKelligon, Christian Olguin, Sam Pancake, Edi Patterson, Jack Plotnick, Bridgid Ryan, Bryan Safi, Jeffery Self, Rachel Shukert",English,,,Sean Morelli,2.0,Jim Hansen,scrape,1.0,length,7.0, Reality-TV,1.0,Campaign,591,0.296561691
,,,,,,,,,,,,,,,,,,, Adult,1.0,Health,557,0.279500612
,,,,,,,,,,,,,,,,,,,,,Supreme,536,0.268962887
,,,,,,,,,,,,,,,,,,,,,Could,519,0.260432348
Adult Babies, Horror,26-Aug-17,UK,,5.0,80 min,"Directed by Dominic Brunt. With Kurtis Lowe, Andrew Dunn, Charlie Chuck, Kate Coogan.","Kurtis Lowe, Andrew Dunn, Charlie Chuck, Kate Coogan, Sally Dexter, Nicky Evans, Maria Lee Metheringham, Joanne Mitchell, Keith Nahon, Seamus O'Neill, Mica Proctor, Thaila Zucchi",English,"Yorkshire, England, UK",250000.0,Tom Wright,2.0,Dominic Brunt,dave,1.0,allie,7.0,,,Care,505,0.253407198
,,,,,,,,,,,,,,,,,,,,,Election,501,0.251400012
,,,,,,,,,,,,,,,,,,,,,Republican,482,0.24186588
,,,,,,,,,,,,,,,,,,,,,State,464,0.232833544
,,,,,,,,,,,,,,,,,,,,,Email,463,0.232331748
,,,,,,,,,,,,,,,,,,,,,Obamacare,452,0.226811987
,,,,,,,,,,,,,,,,,,,,,People,448,0.224804801
Colour Dark, Horror,9-Mar-12,Italy,NOT RATED,4.7,92 min,"Directed by Ivan Zuccon. With Debbie Rochon, Michael Segal, Marysia Kay, Gerry Shanahan. Pietro and Lucia live on an isolated farm with Alice, Lucia's younger sister. Poor farmers, they live tilling the soil. Pietro is a good worker and a strong man who, unlike his three brothers, is not at war because of a deformed knee. Lucia is a beautiful and reserved woman dedicated to her family. Their life is peaceful and good, in spite of the hard work. One day, while drawing water from the ...","Debbie Rochon, Michael Segal, Marysia Kay, Gerry Shanahan, Eleanor James, Matteo Tosi, Alessandra Guerzoni, Emmett J Scanlan",English,"Ferrara, Ferrara, Emilia-Romagna, Italy",100000.0,Clancy Brown,4.0,Ivan Zuccon,run,4.0,anne,28.0,,,America,432,0.216776058
,,,,,,,,,,,,,,,,,,,,,Congress,432,0.216776058
,,,,,,,,,,,,,,,,,,,,,Debate,408,0.204732944
,,,,,,,,,,,,,,,,,,,,,Guns,406,0.203729351
,,,,,,,,,,,,,,,,,,,,,Paul,400,0.200718572
,,,,,,,,,,,,,,,,,,,,,Cruz,388,0.194697015
,,,,,,,,,,,,,,,,,,,,,Would,385,0.193191626
,,,,,,,,,,,,,,,,,,,,,Democratic,384,0.19268983
,,,,,,,,,,,,,,,,,,,,,Know,380,0.190682644
,,,,,,,,,,,,,,,,,,,,,Morning,378,0.189679051
Nymph," Drama,  Fantasy,  Horror,  Thriller",1-May-14,Serbia,NOT RATED,4.1,94 min,"Directed by Milan Todorovic. With Kristina Klebe, Franco Nero, Natalie Burn, Dragan Micanovic. Two young American women go on a Mediterranean vacation and uncover the watery lair of a killer mermaid hidden beneath an abandoned military fortress. What was once a carefree adventure becomes a deadly fight for survival.","Kristina Klebe, Franco Nero, Natalie Burn, Dragan Micanovic, Miodrag 'Miki' Krstovic, Slobodan Stefanovic, Sofija Rajovic, Zorana Kostic Obradovic, Jelena Rakocevic, Janko Cekic, Miki Peric, Milena Predic, Mina Sablic, Zarko Dudic, Slobodan Jocic",English|Serbian,"Rose, Montenegro",,Schyler Coghlan,2.0,Milan Todorovic,prayer,1.0,duff,6.0,,,Climate,377,0.189177255
,,,,,,,,,,,,,,,,,,,,,One,375,0.188173662
,,,,,,,,,,,,,,,,,,,,,War,369,0.185162883
,,,,,,,,,,,,,,,,,,,,,John,363,0.182152105
,,,,,,,,,,,,,,,,,,,,,Vote,360,0.180646715
,,,,,,,,,,,,,,,,,,,,,Need,343,0.172116176
,,,,,,,,,,,,,,,,,,,,,Get,341,0.171112583
,,,,,,,,,,,,,,,,,,,,,First,340,0.170610787
Ciaran Demon Hunter," Fantasy,  Horror",14-May-16,France,,6.9,82 min,"Directed by Andrew MacKenzie. With Peter J. Morton, Joanna Ranee Wood, Megan Porter, Nell Teare. When a rash of demonic possessions occurs in Los Angeles, the Vatican summons an Irish Priest with mysterious powers: Ciaran the Demon Hunter.","Peter J. Morton, Joanna Ranee Wood, Megan Porter, Nell Teare, Nikki BreAnne Wells, Iva Stelmak, John J. Joseph, Vinny Silva, Matthan Harris, Paul Cross, Katy Foley, Ron Schultz, Klaus Havelund, Leonel Claude, Tory Lackie",English,"Los Angeles, California, USA",,Erin Brown,3.0,Andrew MacKenzie,secrets,2.0,role,13.0,,,Ban,337,0.169105397
,,,,,,,,,,,,,,,,,,,,,Still,336,0.168603601
,,,,,,,,,,,,,,,,,,,,,Presidential,333,0.167098212
,,,,,,,,,,,,,,,,,,,,,Plan,330,0.165592822
,,,,,,,,,,,,,,,,,,,,,Ted,329,0.165091026
Hi-8 Horror Independent," Comedy,  Horror",10-Nov-13,USA,NOT RATED,5.1,98 min,"Directed by Ron Bonk, Donald Farmer, Marcus Koch. With Vanessa Nocera, Alaine Huntington, Mike Malloy, Andrea Adams. Segments from eight of the leading indie horror filmmakers including Tim Ritter, Brad Sykes, Donald Farmer, Todd Sheets, Chris Seaver, Ron Bonk, and Marcus Koch. Each director was challenged to go back to their roots, using analog equipment while tapping into their years of experience to tell a story that is fresh and edgy. Shot all over the USA, the result is a collection of tales that has ...","Vanessa Nocera, Alaine Huntington, Mike Malloy, Andrea Adams, Ashley Andel, Kristin Avery, Kayla Barbour, Bobbi Beach, Olivia Blake, Mike Burnell, Jay Burris, Alexis Codding, Aiden Crain, Ava Cronin, Melanie Dean",English,"Los Angeles, California, USA",,Kate Bosworth,3.0,"Ron Bonk, Donald Farmer, Marcus Koch",temple,3.0,malcolm,14.0,,,Back,327,0.164087433
,,,,,,,,,,,,,,,,,,,,,Wo,327,0.164087433
,,,,,,,,,,,,,,,,,,,,,May,323,0.162080247
Alléluia," Crime,  Horror,  Romance,  Thriller",12-Nov-14,Belgium,UNRATED,6.2,93 min,"Directed by Fabrice du Welz. With Lola Dueñas, Laurent Lucas, Héléna Noguerra, Édith Le Merdy. Fervidly dark lovesick horror inspired by the real-life criminal duo, the Lonely Hearts Killers.","Lola Dueñas, Laurent Lucas, Héléna Noguerra, Édith Le Merdy, Anne-Marie Loop, Pili Groyne, Stéphane Bissot, Sorenza Mollica, David Murgia, Lara Persain, Renaud Rutten, Philippe Résimont",French|Spanish,Belgium,2896000.0,C. Thomas Howell,2.0,Fabrice du Welz,prostitute,1.0,marilyn,6.0,,,Change,318,0.159571265
,,,,,,,,,,,,,,,,,,,,,Police,317,0.159069469
,,,,,,,,,,,,,,,,,,,,,Say,317,0.159069469
,,,,,,,,,,,,,,,,,,,,,Wants,316,0.158567672
Zombie Fever," Comedy,  Horror",15-Aug-13,Russia,,2.1,,"Directed by Kirill Kemnits. With Aleksandr Efremov, Mikhail Efremov, Yuliya Volkova, Anton Zinovev. A sudden zombie attack forces a group of people, that under different circumstances would never interact with each other, to fight for their lives.","Aleksandr Efremov, Mikhail Efremov, Yuliya Volkova, Anton Zinovev",English|Russian,,,Abigail Hamilton,3.0,Kirill Kemnits,honeyspider,1.0,close,16.0,,,Attack(s),312,0.156560487
Hayride," Crime,  Drama,  Horror",14-Oct-12,USA,NOT RATED,3.4,,"Directed by Terron R. Parsons. With Richard Tyson, Sherri Eakin, Jeremy Ivy, Jeremy Sande. A college student returning home for Halloween is forced to face his childhood fears when an escaped killer takes refuge in his family's ""Haunted Hayride"".","Richard Tyson, Sherri Eakin, Jeremy Ivy, Jeremy Sande, Corlandos Scott, Kara Riann Brown, Armand J. Campbell Jr., Randy Hicks, Shannon Box, Mark Tunstall, Kelly Houk, Dominique Elizabeth Austin, Jessica Blevins, Carol Bray, Mitch Bryars Jr.",English,"Fairhope, Alabama, USA",60000.0,Michael Schmid,2.0,Terron R,predatory,1.0,griffiths,7.0,,,Calls,306,0.153549708
,,,,,,,,,,,,,,,,,,,,,Voters,306,0.153549708
,,,,,,,,,,,,,,,,,,,,,Women,304,0.152546115
Countrycide, Horror,8-Sep-17,USA,,1.0,,"Directed by Brett Kelly. With Robin Hodge, Joel Elliott, Andrew Galligan, Peter Whittaker.","Robin Hodge, Joel Elliott, Andrew Galligan, Peter Whittaker, Lee Cyr, Trevor Payer",English,,,Naloana Lima,2.0,Brett Kelly,l,1.0,catch,11.0,,,Big,302,0.151542522
,,,,,,,,,,,,,,,,,,,,,Race,299,0.150037133
,,,,,,,,,,,,,,,,,,,,,Party,298,0.149535337
,,,,,,,,,,,,,,,,,,,,,Fight,296,0.148531744
,,,,,,,,,,,,,,,,,,,,,Time,293,0.147026354
Silent Night," Comedy,  Horror,  Mystery,  Thriller",4-Dec-12,Canada,R,5.2,94 min,"Directed by Steven C. Miller. With Malcolm McDowell, Jaime King, Donal Logue, Rick Skene. The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.","Malcolm McDowell, Jaime King, Donal Logue, Rick Skene, Ellen Wong, Andrew Cecon, Courtney-Jane White, Erik J. Berg, Tom Anniko, Mike O'Brien, Curtis Moore, Adriana O'Neil, John B. Lowe, Ali Tataryn, Brendan Fehr",English,"Winnipeg, Manitoba, Canada",,Paul Scheer,2.0,Steven C,double,4.0,kathryn,7.0,,,Bush,292,0.146524558
,,,,,,,,,,,,,,,,,,,,,Like,291,0.146022761
,,,,,,,,,,,,,,,,,,,,,Law,290,0.145520965
,,,,,,,,,,,,,,,,,,,,,Rubio,286,0.143513779
,,,,,,,,,,,,,,,,,,,,,Day,284,0.142510186
,,,,,,,,,,,,,,,,,,,,,Rights,283,0.14200839
,,,,,,,,,,,,,,,,,,,,,Deal,276,0.138495815
,,,,,,,,,,,,,,,,,,,,,Immigration,274,0.137492222
,,,,,,,,,,,,,,,,,,,,,Ryan,272,0.136488629
,,,,,,,,,,,,,,,,,,,,,Russia,269,0.13498324
,,,,,,,,,,,,,,,,,,,,,Want,265,0.132976054
,,,,,,,,,,,,,,,,,,,,,Make,263,0.131972461
,,,,,,,,,,,,,,,,,,,,,HuffPost,262,0.131470665
,,,,,,,,,,,,,,,,,,,,,News,261,0.130968869
,,,,,,,,,,,,,,,,,,,,,Justice,260,0.130467072
,,,,,,,,,,,,,,,,,,,,,Report,259,0.129965276
,,,,,,,,,,,,,,,,,,,,,Support,256,0.128459886
,,,,,,,,,,,,,,,,,,,,,Tax,256,0.128459886
,,,,,,,,,,,,,,,,,,,,,Shooting(s),255,0.12795809
,,,,,,,,,,,,,,,,,,,,,Rise,254,0.127456294
,,,,,,,,,,,,,,,,,,,,,States,248,0.124445515
,,,,,,,,,,,,,,,,,,,,,Federal,244,0.122438329
,,,,,,,,,,,,,,,,,,,,,Stop,242,0.121434736
,,,,,,,,,,,,,,,,,,,,,Judge,241,0.12093294
,,,,,,,,,,,,,,,,,,,,,Governor,236,0.118423958
,,,,,,,,,,,,,,,,,,,,,Death(s),233,0.116918568
,,,,,,,,,,,,,,,,,,,,,Senator,232,0.116416772
,,,,,,,,,,,,,,,,,,,,,Top,232,0.116416772
,,,,,,,,,,,,,,,,,,,,,Really,228,0.114409586
,,,,,,,,,,,,,,,,,,,,,Voter,227,0.11390779
,,,,,,,,,,,,,,,,,,,,,Former,226,0.113405993
,,,,,,,,,,,,,,,,,,,,,Security,226,0.113405993
Atlanta Vampire Movie," Comedy,  Horror",31-Oct-17,USA,,,110 min,"Directed by Giles Shepherd. With Chelsea Howard, Carl Childers, Elena House, Jevocas Green. In Atlanta Vampire Movie, Carmilla (Chelsea Howard) inadvertently infects Ron (Carl W Childers), Fang (Elena House), and Corey (Jevocas Green) with her vampirism. Unaware of their condition, these three misfit vampires' hysterical misadventures illuminate the sudden changes in their nature. While attending a support group recommended by Dr. Acula (Stan Bowman) for what is thought to be a medical ...","Chelsea Howard, Carl Childers, Elena House, Jevocas Green, Edward Solis, Craig S. Murphy, Ace Talkingwolf, Marc Arno, Stan Bowman, Ondie Daniel, Mason Downs, Mark Drum, Joshua M. Garcia, Rory Gordon, Kimberly Johnson",English,"Atlanta, Georgia",10000.0,Eileen Dietz,5.0,Giles Shepherd,gone,2.0,until,58.0,,,Administration,223,0.111900604
Gutterballs Balls Deep, Horror,2-May-15,USA,,7.1,,"Directed by Ryan Nicholson. With Ryan Nicholson, Aidan Dee, Momona Komagata, Kirsty Peters.","Ryan Nicholson, Aidan Dee, Momona Komagata, Kirsty Peters, Stephanie McFarland, Holly Pottie, Amanda Finnamore",English,"Vancouver, British Columbia, Canada",100000.0,Jessica Lowndes,2.0,Ryan Nicholson,colony,2.0,faye,10.0,,,Black,221,0.110897011
,,,,,,,,,,,,,,,,,,,,,National,221,0.110897011
Hallows Eve, Horror,6-Oct-15,USA,UNRATED,4.9,91 min,"Directed by Bryan Norton, Jesse Baget, Elias Benavidez. With Andrea Monier, Damien Monier, Helen Rogers, Tyler Rossell. A woman finds a VHS tape on her doorstep that shows a series of gruesome tales that could be real. But the true danger is the pumpkin-faced killer that's using the tape to find his next victim.","Andrea Monier, Damien Monier, Helen Rogers, Tyler Rossell, Steve Anderson Jr., Ron Basch, Emily Alatalo, Angela Besharah, Julian Richings, Drew Davis, Alastair Forbes, Zoe Fraser, Kristina Uranowski, Brendan Heard, Adrian G. Griffiths",English,,,Matt Bush,2.0,"Bryan Norton, Jesse Baget, Elias Benavidez",nothing,1.0,aftermath,7.0,,,California,219,0.109893418
,,,,,,,,,,,,,,,,,,,,,Joe,218,0.109391622
,,,,,,,,,,,,,,,,,,,,,Even,214,0.107384436
,,,,,,,,,,,,,,,,,,,,,Help,212,0.106380843
,,,,,,,,,,,,,,,,,,,,,Jeb,212,0.106380843
,,,,,,,,,,,,,,,,,,,,,School(s),212,0.106380843
,,,,,,,,,,,,,,,,,,,,,Texas,212,0.106380843
,,,,,,,,,,,,,,,,,,,,,Marco,210,0.105377251
,,,,,,,,,,,,,,,,,,,,,Right,210,0.105377251
,,,,,,,,,,,,,,,,,,,,,North,209,0.104875454
,,,,,,,,,,,,,,,,,,,,,Speech,209,0.104875454
,,,,,,,,,,,,,,,,,,,,,Congressman,205,0.102868268
,,,,,,,,,,,,,,,,,,,,,Warren,205,0.102868268
,,,,,,,,,,,,,,,,,,,,,Win,204,0.102366472
,,,,,,,,,,,,,,,,,,,,,Mike,203,0.101864676
,,,,,,,,,,,,,,,,,,,,,Think,203,0.101864676
Pact II," Horror,  Mystery,  Thriller",5-Sep-14,USA,NOT RATED,4.4,96 min,"Directed by Dallas Richard Hallam, Patrick Horvath. With Caity Lotz, Camilla Luddington, Scott Michael Foster, Patrick Fischler. A woman who is plagued by nightmares involving a serial killer learns her dreams have a horrifying connection to the real world.","Caity Lotz, Camilla Luddington, Scott Michael Foster, Patrick Fischler, Amy Pietz, Mark Steger, Haley Hudson, Trent Haaga, Nicki Micheaux, Brad Grunberg, Suziey Block, Leonel Claude, Alexandra Ryan, Joshua Grote",English,,,Nico Antonio,2.0,"Dallas Richard Hallam, Patrick Horvath",words,1.0,whatever,7.0,,,Candidate,202,0.101362879
,,,,,,,,,,,,,,,,,,,,,Primary,202,0.101362879
,,,,,,,,,,,,,,,,,,,,,Repeal,201,0.100861083
Zombies Vs. Strippers," Comedy,  Horror",9-Jul-12,USA,R,3.5,75 min,"Directed by Alex Nicolaou. With Circus-Szalewski, Eve Mauro, Victoria Levine, Adriana Sephora. The Tough Titty is a strip club that's seen better days. Spider has been losing money on his business for years. Now it's finally getting the traffic he's always wanted... unfortunately, most of his patrons are undead.","Circus-Szalewski, Eve Mauro, Victoria Levine, Adriana Sephora, Nihilist Gelo, Don Baldaramos, Tanner Horn, Brittany Gael Vaughn, Adam Brooks, Patrick Lazzara, Brad Potts, Jonathan Erickson Eisley, Paul Vinson, Chance A. Rearden, William Thomas Jones",English,"Los Angeles, California, USA",500000.0,Mick Ignis,2.0,Alex Nicolaou,frankenweenie,1.0,raymond,7.0,,,Carolina,198,0.099355693
,,,,,,,,,,,,,,,,,,,,,Government,198,0.099355693
Zombie, Horror,31-Oct-17,UK,,,,"Directed by Tony Newton, Jason Impey, Christian Ackerman. With Brad Leo Lyon, Jason Impey, Tony Newton, Chris Gierowski.","Brad Leo Lyon, Jason Impey, Chris Gierowski, Tony Newton, Nathan Pinsoneault, Scott Gleine, Ylenia Crosta Mancin, Stephen Snowden",English,,,Brendan Fehr,3.0,"Tony Newton, Jason Impey, Christian Ackerman",tusk,1.0,york,25.0,,,Another,197,0.098853897
Returned," Crime,  Drama,  Horror,  Thriller",1-Sep-15,USA,,5.7,94 min,"Directed by Iván Noel. With Valentina Sartorelli, Juan Ignacio Molina, Lauro Veron, Camila Cruz. The return of three disappeared children create violent ripples in their small town.","Valentina Sartorelli, Juan Ignacio Molina, Lauro Veron, Camila Cruz, Julio Mendez, Rosana Rossotti, German de Goycoechea, Edmee Aran, Romina Pinto, Jorge Booth, Oscar Mira, Facundo Ezequiel Cordoba Noceta, Candelaria Lopez Bellina, Thomas Lopez Bellina, Javier Ignacio Cordoba Noceti",Spanish,"Córdoba, Argentina",50000.0,Lars Eidinger,2.0,Iván Noel,johnny,1.0,block,11.0,,,Biden,194,0.097348508
Halloween Tales, Horror,28-Jul-17,USA,,2.7,82 min,"Directed by Geno McGahee. With Chris Geoffrion, Leeann Aubuchon, Julian Lowenthal, Xoe Rose. It's Halloween and time for some campfire stories, but these tales of monsters, ghosts and slashers come to life and the terror begins for a group that find out that there is a bag of tricks waiting.","Chris Geoffrion, Leeann Aubuchon, Julian Lowenthal, Xoe Rose, Ray Surprenant, Pete Baez, Jaki Valensi-Lauper, Susan Trudeau, Alex Pierpaoli, Logan Lopez, Curtis Taylor Santos, Morgan Long, Ashley Ann Hartzler, Janelle Greco, John Daigle",English,,500000.0,Mark Acheson,2.0,Geno McGahee,safe,2.0,strip,7.0,,,Ca,193,0.096846711
,,,,,,,,,,,,,,,,,,,,,Crisis,193,0.096846711
,,,,,,,,,,,,,,,,,,,,,HILL,193,0.096846711
,,,,,,,,,,,,,,,,,,,,,Take,191,0.095843118
,,,,,,,,,,,,,,,,,,,,,Policy,190,0.095341322
,,,,,,,,,,,,,,,,,,,,,Iran,188,0.094337729
,,,,,,,,,,,,,,,,,,,,,FBI,186,0.093334136
,,,,,,,,,,,,,,,,,,,,,Student(s),186,0.093334136
,,,,,,,,,,,,,,,,,,,,,Political,185,0.09283234
,,,,,,,,,,,,,,,,,,,,,World,183,0.091828747
,,,,,,,,,,,,,,,,,,,,,Years,182,0.09132695
,,,,,,,,,,,,,,,,,,,,,Man,179,0.089821561
Bear Creek, Horror,19-Feb-17,USA,NOT RATED,5.0,90 min,"Directed by George Climer. With Leana Lewis, Elijah Barrett, Paul Henderson, Christopher Thomas Robert Brown. A pack of friends in Denver's gay bear community go for the camping trip of a life time filled with fun, laughs and a hot encounter. It all seems innocent enough until a rampaging sociopath joins them ensuring a trip they'll never forget.","Leana Lewis, Elijah Barrett, Paul Henderson, Christopher Thomas Robert Brown, Pedro Leos, Charlie Lanigan, Jonathan Albritton, Mike Benford, John Mill, Lindsey Hubbell, ChaCha Griego, William Castro, Antonio Aleman, Alex Gomez, Lou Delucia",English,"Loveland, Colorado, USA",7500.0,Robert Graham,2.0,George Climer,yang,1.0,turner,7.0,,,Candidates,178,0.089319765
,,,,,,,,,,,,,,,,,,,,,Money,178,0.089319765
,,,,,,,,,,,,,,,,,,,,,Run,178,0.089319765
,,,,,,,,,,,,,,,,,,,,,York,178,0.089319765
,,,,,,,,,,,,,,,,,,,,,Way,176,0.088316172
,,,,,,,,,,,,,,,,,,,,,Elizabeth,175,0.087814375
,,,,,,,,,,,,,,,,,,,,,End,175,0.087814375
,,,,,,,,,,,,,,,,,,,,,Wall,175,0.087814375
Evangeline," Fantasy,  Horror,  Thriller",8-May-15,USA,NOT RATED,3.7,85 min,"Directed by Karen Lam. With Katerina Katelieva, Richard Harmon, Mayumi Yoshida, David Lewis. A naive college student, Evangeline, is brutalized by a gang of thrill seeking killers. Left to die in the forest, her corpse is revived by an ancient demon spirit that empowers her with a blood-lust for vengeance.","Katerina Katelieva, Richard Harmon, Mayumi Yoshida, David Lewis, Kelvin Redvers, John Shaw, Nelson Leis, Dejan Loyola, Madison Smith, Anthony Shim, Natalie Grace, Ella Kosor, Lucy Harvey, Rikki Gagne, Larissa Albuquerque",English,"Capilano University, North Vancouver, British Columbia, Canada",,Yoichiro Kawakami,2.0,Karen Lam,outbreak,1.0,jill,7.0,,,Call,173,0.086810783
Replace," Horror,  Thriller",2-Sep-17,Germany,,5.6,101 min,"Directed by Norbert Keil. With Rebecca Forsythe, Lucie Aron, Barbara Crampton, Sean Knopp. Kira's skin starts to age rapidly, dry out and crumble away. But then she discovers that she can replace her own skin with somebody else's.","Rebecca Forsythe, Lucie Aron, Barbara Crampton, Sean Knopp, Adnan Maral, Agnes Kiyomi Decker, J. David Hinze, Teresa Gluck, Daniel Holzberg, Matthias Beier, Laura Cuenca Serrano, Felix von Poser, Lea Urban, Genevieve Boehmer, Julia Mauracher",English,"Toronto, Ontario, Canada",,Johanna Braddy,2.0,Norbert Keil,breakin,1.0,researchers,6.0,,,Chief,173,0.086810783
,,,,,,,,,,,,,,,,,,,,,Secretary,173,0.086810783
,,,,,,,,,,,,,,,,,,,,,Scott,172,0.086308986
Kill Be Killed," Horror,  Mystery,  Thriller,  Western",1-Mar-16,USA,,4.4,103 min,"Directed by Duane Graves, Justin Meeks. With Justin Meeks, Paul McCarthy-Boyington, Gregory Kelly, Deon Lucas. In the autumn of 1900, outlaw Claude Barbee puts his 'retirement plan' in action, attempting to lead his train-robbing gang across Texas to recover a cash stash hidden after a botched railroad heist.","Justin Meeks, Paul McCarthy-Boyington, Gregory Kelly, Deon Lucas, Bridger Zadina, Larry Grant Harbin, Arianne Martin, Luce Rains, Timothy T. McKinney, Edwin Neal, Michael Berryman, Pepe Serna, Gayland Williams, Sonny Carl Davis, Tina Rodriguez",English,"Manor, Texas, USA",,Ron Perlman,2.0,"Duane Graves, Justin Meeks",instinct,1.0,ashton,7.0,,,Case,171,0.08580719
Demons, Horror,6-Oct-17,USA,,3.6,105 min,"Directed by Miles Doleac. With John Schneider, Andrew Divoff, Steven Brand, Gary Grubbs. Celebrated fiction writer and former priest, Colin Hampstead, and his wife, Kayleigh, are tormented by the ghost of her late sister, as the details of her grisly death are slowly uncovered.","John Schneider, Andrew Divoff, Steven Brand, Gary Grubbs, Kristina Emerson, Miles Doleac, Jessica Harthcock, Lindsay Anne Williams, Yohance Myles, Megan Few, Ella Claire Bennett, Caroline Baggerly, Presley Richardson, Anna Voynik, Joseph VanZandt",English,,,Aaron Blomberg,2.0,Miles Doleac,karlo,1.0,freak,5.0,,,Comey,170,0.085305393
